title,year,genre,overview,rating,language,industry,time,poster_url
Chi Va Chi Sau Ka,2014,"Thriller, Romance, Horror","This is the story of Movie 888, which involves unexpected events and dramatic turns.",8.5,Marathi,Marathi,01:57:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,1956,"Comedy, Romance","This is the story of Movie 889, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,01:48:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Parasite,1985,Fantasy,"This is the story of Movie 890, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,1974,"Comedy, Horror, Drama","This is the story of Movie 891, which involves unexpected events and dramatic turns.",5.0,English,Hollywood,02:18:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1965,"Fantasy, Adventure","This is the story of Movie 892, which involves unexpected events and dramatic turns.",4.4,English,Hollywood,02:42:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,1992,"Horror, Romance","This is the story of Movie 893, which involves unexpected events and dramatic turns.",6.3,Hindi,Bollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ti Saddhya Kay Karte,2022,"Drama, Fantasy","This is the story of Movie 894, which involves unexpected events and dramatic turns.",7.6,Marathi,Marathi,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1998,Crime,"This is the story of Movie 895, which involves unexpected events and dramatic turns.",7.8,English,Hollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,1973,"Adventure, Sci-Fi","This is the story of Movie 896, which involves unexpected events and dramatic turns.",7.2,Hindi,Bollywood,02:46:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1969,"Romance, Action","This is the story of Movie 897, which involves unexpected events and dramatic turns.",6.7,English,Hollywood,02:27:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,1961,Crime,"This is the story of Movie 898, which involves unexpected events and dramatic turns.",4.5,Hindi,Bollywood,01:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Deool,2007,"Crime, Drama, Sci-Fi","This is the story of Movie 899, which involves unexpected events and dramatic turns.",4.4,Marathi,Marathi,02:16:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Final Whisper,1982,"Romance, Thriller, Action","This is the story of Movie 900, which involves unexpected events and dramatic turns.",5.9,English,Hollywood,02:20:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1991,"Fantasy, Drama, Adventure","This is the story of Movie 901, which involves unexpected events and dramatic turns.",8.7,English,Hollywood,02:50:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Golden Empire,2006,"Drama, Thriller, Fantasy","This is the story of Movie 902, which involves unexpected events and dramatic turns.",6.9,English,Hollywood,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Zindagi Na Milegi Dobara,1975,"Thriller, Adventure, Sci-Fi","This is the story of Movie 903, which involves unexpected events and dramatic turns.",8.0,Hindi,Bollywood,02:20:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Pulp Fiction,1962,Sci-Fi,"This is the story of Movie 904, which involves unexpected events and dramatic turns.",5.0,English,Hollywood,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1996,"Thriller, Action","This is the story of Movie 905, which involves unexpected events and dramatic turns.",6.4,English,Hollywood,02:49:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1964,"Crime, Comedy","This is the story of Movie 906, which involves unexpected events and dramatic turns.",4.7,Marathi,Marathi,01:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,1957,Romance,"This is the story of Movie 907, which involves unexpected events and dramatic turns.",7.5,Hindi,Bollywood,01:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,2001,Horror,"This is the story of Movie 908, which involves unexpected events and dramatic turns.",5.2,English,Hollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ti Saddhya Kay Karte,1959,"Action, Crime, Thriller","This is the story of Movie 909, which involves unexpected events and dramatic turns.",8.2,Marathi,Marathi,02:38:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Mee Shivajiraje Bhosale Boltoy,2004,Romance,"This is the story of Movie 910, which involves unexpected events and dramatic turns.",5.2,Marathi,Marathi,01:38:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1976,"Comedy, Romance","This is the story of Movie 911, which involves unexpected events and dramatic turns.",4.7,Hindi,Bollywood,01:38:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Swades,2007,"Romance, Horror","This is the story of Movie 912, which involves unexpected events and dramatic turns.",9.4,Hindi,Bollywood,01:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Silent Truth,1999,Crime,"This is the story of Movie 913, which involves unexpected events and dramatic turns.",7.6,English,Hollywood,02:07:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,2012,"Crime, Thriller, Comedy","This is the story of Movie 914, which involves unexpected events and dramatic turns.",7.4,English,Hollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Dark Knight,1982,Sci-Fi,"This is the story of Movie 915, which involves unexpected events and dramatic turns.",7.1,English,Hollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1954,Horror,"This is the story of Movie 916, which involves unexpected events and dramatic turns.",9.3,Marathi,Marathi,02:01:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Dune,2010,"Adventure, Horror","This is the story of Movie 917, which involves unexpected events and dramatic turns.",6.0,English,Hollywood,02:21:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Deool,1992,Action,"This is the story of Movie 918, which involves unexpected events and dramatic turns.",8.3,Marathi,Marathi,02:15:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,1974,"Romance, Crime","This is the story of Movie 919, which involves unexpected events and dramatic turns.",8.3,Hindi,Bollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Duniyadari,2011,"Action, Drama","This is the story of Movie 920, which involves unexpected events and dramatic turns.",5.2,Marathi,Marathi,02:17:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
La La Land,1973,"Romance, Drama","This is the story of Movie 921, which involves unexpected events and dramatic turns.",8.5,English,Hollywood,02:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Masaan,1987,Adventure,"This is the story of Movie 922, which involves unexpected events and dramatic turns.",5.6,Hindi,Bollywood,02:13:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Haider,1962,Thriller,"This is the story of Movie 923, which involves unexpected events and dramatic turns.",8.6,Hindi,Bollywood,02:03:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Fandry,1985,Comedy,"This is the story of Movie 924, which involves unexpected events and dramatic turns.",9.1,Marathi,Marathi,01:30:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Interstellar,1958,"Comedy, Romance","This is the story of Movie 925, which involves unexpected events and dramatic turns.",5.8,English,Hollywood,01:45:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gully Boy,2009,Sci-Fi,"This is the story of Movie 926, which involves unexpected events and dramatic turns.",4.8,Hindi,Bollywood,02:03:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Balak Palak,1989,"Sci-Fi, Thriller","This is the story of Movie 927, which involves unexpected events and dramatic turns.",4.4,Marathi,Marathi,01:44:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Piku,1967,"Thriller, Romance, Fantasy","This is the story of Movie 928, which involves unexpected events and dramatic turns.",7.2,Hindi,Bollywood,01:32:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,1978,"Horror, Action, Thriller","This is the story of Movie 929, which involves unexpected events and dramatic turns.",6.4,Hindi,Bollywood,02:27:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Whiplash,2004,Horror,"This is the story of Movie 930, which involves unexpected events and dramatic turns.",6.6,English,Hollywood,02:10:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,2015,"Sci-Fi, Romance","This is the story of Movie 931, which involves unexpected events and dramatic turns.",8.9,English,Hollywood,01:36:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Taare Zameen Par,1970,"Romance, Thriller","This is the story of Movie 932, which involves unexpected events and dramatic turns.",7.0,Hindi,Bollywood,01:36:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,2004,"Thriller, Adventure, Fantasy","This is the story of Movie 933, which involves unexpected events and dramatic turns.",5.0,English,Hollywood,02:54:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,1978,"Romance, Adventure, Fantasy","This is the story of Movie 934, which involves unexpected events and dramatic turns.",4.3,Hindi,Bollywood,02:26:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Anandi Gopal,1969,"Adventure, Horror, Romance","This is the story of Movie 935, which involves unexpected events and dramatic turns.",7.1,Marathi,Marathi,02:24:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Deool,2011,"Action, Comedy","This is the story of Movie 936, which involves unexpected events and dramatic turns.",7.7,Marathi,Marathi,02:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,1953,Crime,"This is the story of Movie 937, which involves unexpected events and dramatic turns.",6.5,Hindi,Bollywood,02:03:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Inception,1987,Action,"This is the story of Movie 938, which involves unexpected events and dramatic turns.",5.7,English,Hollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,1997,"Fantasy, Comedy","This is the story of Movie 939, which involves unexpected events and dramatic turns.",4.5,English,Hollywood,01:49:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Forrest Gump,2005,"Sci-Fi, Fantasy, Adventure","This is the story of Movie 940, which involves unexpected events and dramatic turns.",7.6,English,Hollywood,02:19:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Timepass,1981,"Fantasy, Drama","This is the story of Movie 941, which involves unexpected events and dramatic turns.",8.0,Marathi,Marathi,02:56:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,1984,Romance,"This is the story of Movie 942, which involves unexpected events and dramatic turns.",6.8,English,Hollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Avengers: Endgame,1998,"Fantasy, Sci-Fi","This is the story of Movie 943, which involves unexpected events and dramatic turns.",8.4,English,Hollywood,02:00:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,2011,"Drama, Thriller","This is the story of Movie 944, which involves unexpected events and dramatic turns.",7.0,English,Hollywood,02:38:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,2021,Thriller,"This is the story of Movie 945, which involves unexpected events and dramatic turns.",8.5,Hindi,Bollywood,01:40:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,1967,Horror,"This is the story of Movie 946, which involves unexpected events and dramatic turns.",5.9,Hindi,Bollywood,01:52:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Andaz Apna Apna,2015,Comedy,"This is the story of Movie 947, which involves unexpected events and dramatic turns.",5.7,Hindi,Bollywood,01:53:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Glorious Secret,1981,"Action, Thriller","This is the story of Movie 948, which involves unexpected events and dramatic turns.",8.1,English,Hollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Shawshank Redemption,2016,Drama,"This is the story of Movie 949, which involves unexpected events and dramatic turns.",7.4,English,Hollywood,02:47:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Green Mile,1975,Adventure,"This is the story of Movie 950, which involves unexpected events and dramatic turns.",8.6,English,Hollywood,02:31:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Godfather,2014,"Thriller, Sci-Fi, Comedy","This is the story of Movie 951, which involves unexpected events and dramatic turns.",7.3,English,Hollywood,01:41:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Ventilator,2021,"Romance, Adventure, Fantasy","This is the story of Movie 952, which involves unexpected events and dramatic turns.",4.7,Marathi,Marathi,02:25:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
3 Idiots,2022,Action,"This is the story of Movie 953, which involves unexpected events and dramatic turns.",5.3,Hindi,Bollywood,02:20:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Article 15,1978,"Fantasy, Horror, Adventure","This is the story of Movie 954, which involves unexpected events and dramatic turns.",4.3,Hindi,Bollywood,02:33:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
Gladiator,1962,Thriller,"This is the story of Movie 955, which involves unexpected events and dramatic turns.",5.6,English,Hollywood,02:18:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
The Hidden Flame,1987,"Fantasy, Romance","This is the story of Movie 956, which involves unexpected events and dramatic turns.",8.3,English,Hollywood,01:55:00,https://via.placeholder.com/200x300.png?text=Movie+Poster
